หมายเลขทางหลวง,หมายเลขตอนควบคุม,ชื่อตอน,รถยนต์นั่งไม่เกิน 7 คน,รถยนต์นั่งเกิน  7 คน,รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,รถบรรทุกขนาดเล็ก,รถบรรทุกขนาดกลาง,รถบรรทุกขนาดใหญ่,รถบรรทุกพ่วง,รถบรรทุกกึ่งพ่วง,รวม,รถจักรยานยนต์,จังหวัด
1,101,อนุสาวรีย์หลักสี่ - สะพานใหม่,9140841,4743869,287766,816651,1004553,2836926,302549,95594,63072,29237,19321058,3102354,กรุงเทพมหานคร
1,102,แยก คปอ. - สนามกีฬาธูปะเตมีย์,30571035,15865605,962417,2731244,3359672,9487941,1011857,319707,210941,97780,64618199,10375651,กรุงเทพมหานคร
1,201,สนามกีฬาธูปะเตมีย์ - ต่างระดับคลองหลวง,765402558,161776329,79421142,18144103,53360887,274844212,39176921,16635871,12082332,10561739,1431406094,72048941,ปทุมธานี
1,202,ต่างระดับคลองหลวง - ประตูน้ำพระอินทร์,322764076,109116597,10210233,18506632,36765260,177846155,71771103,10944883,4786924,3312944,766024807,47668029,ปทุมธานี
1,300,ประตูน้ำพระอินทร์ - หนองแค,398951030,208652162,70565939,22192606,72222696,154346251,140645764,92679179,85198972,75020333,1320474932,26845414,พระนครศรีอยุธยา
1,401,หนองแค - หินกอง,132573840,126262990,4374160,6970040,8646120,139365030,16755690,18298910,18932550,16168040,488347370,5942930,สระบุรี
1,402,หินกอง - ปากข้าวสาร,94695600,90187850,3124400,4978600,6175800,99546450,11968350,13070650,13523250,11548600,348819550,4244950,สระบุรี
1,403,ปากข้าวสาร - แยกสวนพฤกษศาสตร์พุแค,109563464,113122440,5891242,4603952,4104181,22058081,12123236,13614977,35074847,44411481,364567901,11843062,สระบุรี
1,404,แยกสวนพฤกษศาสตร์พุแค - แยกโรงเรียนสุธีวิทยา,45086945,44471030,7000394,7350915,6860186,31001030,16840004,17355770,18863008,17500985,212330267,23194439,สระบุรี
1,501,แยกโรงเรียนสุธีวิทยา - ดงจำปา,28272608,29932336,5115110,3344495,1434377,6867840,3866737,3752273,5791163,3630655,92007594,6399253,สระบุรี
1,502,ดงจำปา - แยกร.พ.อานันทมหิดล,35666760,37760558,6452868,4219183,1809510,8663990,4878007,4733607,7305729,4580182,116070394,8072854,ลพบุรี
1,503,แยก ร.พ.อานันทมหิดล - โคกสำโรง,63618631,14537789,263366,347643,1127205,70445071,2886489,800632,1969976,747959,156744761,30287061,ลพบุรี
1,504,โคกสำโรง - หนองม่วง,33313664,12694443,1648192,1634738,2845654,14006270,1883648,2166195,2879291,1722193,74794288,11940984,ลพบุรี
1,505,หนองม่วง - ลำพยนต์,20782405,7919305,1028209,1019815,1775234,8737675,1175096,1351360,1796218,1074373,46659690,7449267,ลพบุรี
1,601,ลำพยนต์ - เกษตรชัย,6099573,1312959,56860,72368,175750,8927088,682325,775370,2160696,868414,21131403,2295094,นครสวรรค์
1,602,เกษตรชัย - ตาคลี,11334542,3306539,60532,75665,68098,8731683,673414,476686,953373,204294,25884826,8262563,นครสวรรค์
1,603,ตาคลี - ดอนรังนก,7806040,7653117,215483,24329,139021,4316608,608218,646449,663826,246763,22319854,5998765,นครสวรรค์
1,700,ดอนรังนก - หางน้ำหนองแขม,83376687,25899196,109213,46806,1123339,77635179,9688795,5975537,12855986,3697656,220408394,23636916,ชัยนาท
1,801,หางน้ำหนองแขม - บ้านหว้า,91429260,106214908,0,245260,3880357,154294541,17080577,21206193,19866024,18560893,432778013,7760713,นครสวรรค์
1,802,บ้านหว้า - แยกเวียงดอย,54712566,35465853,1368049,1419762,3013469,62084047,2853628,3112194,3163908,2806616,170000092,38206652,นครสวรรค์
1,803,แยกเวียงดอย - วังไผ่,17501224,11344667,437606,454148,963936,19859183,912807,995516,1012057,897769,54378913,12221383,นครสวรรค์
1,804,วังไผ่ -โนนปอแดง,80132976,50444460,274626,86724,4899906,78253956,13731300,20163330,25973838,37349136,311310252,6677748,นครสวรรค์
1,901,โนนปอแดง - ปากดง,94367684,59500986,1224064,516402,5336154,115635796,15893706,15912832,21516750,28593370,358497744,6732352,กำแพงเพชร
1,902,ปากดง - นครชุม,62200265,22618936,992249,695299,1810674,57173834,10291870,10697461,17100003,18939647,202520238,21735328,กำแพงเพชร
1,903,นครชุม - วังเจ้า,54807111,25773952,9140762,374621,1723258,42994049,9215686,6618311,7729688,16258569,174636007,10064828,กำแพงเพชร
1,1001,วังเจ้า - ตาก,41735958,60192238,117932,82552,1768973,22395192,11191699,11050182,9682176,17748691,175965593,11038388,ตาก
1,1002,ตาก - วังม่วง,11207093,16163041,31667,22167,475011,6013639,3005236,2967235,2599894,4765944,47250927,2964069,ตาก
1,1003,วังม่วง - แม่เชียงรายบน,62206166,26111006,1884486,2899210,6813143,7990946,15057770,15130250,16072493,6197061,160362531,11252557,ตาก
1,1101,แม่เชียงรายบน - ดอนไชย,55652220,35669753,2628947,3616345,3369496,17921274,9516048,8540993,13045996,12873201,162834273,2875797,ลำปาง
1,1102,ดอนไชย - สบปราบ,63850607,24952518,1349017,223404,1108428,27994251,7269225,5215626,6014726,8841646,146819448,17640331,ลำปาง
1,1103,สบปราบ - เกาะคา,74358293,13356782,1293188,258638,2346212,113061553,19028333,16146372,17827516,23148060,280824947,30445333,ลำปาง
1,1104,เกาะคา - สามัคคี,138078114,126020234,5553339,3014470,3853766,77851661,16499153,16422217,17918961,17597231,422809146,72032545,ลำปาง
1,1201,สามัคคี - บ้านหวด,103285930,99297590,26419734,19772500,16170907,74594051,25332004,19965874,18684770,19579126,423102486,86969992,ลำปาง
1,1202,บ้านหวด - แม่กา,44236598,38860236,14443751,8343112,9652381,29472494,17215502,16672295,14847674,12159493,205903536,38330957,ลำปาง
1,1301,แม่กา - แยกประตูชัย,86440964,6401020,2674647,1786120,2656514,88852680,4279435,4152503,5204228,4143436,206591547,26855269,พะเยา
1,1302,แยกประตูชัย - พาน,168983636,41755001,9818168,15857267,10003416,161184676,19321413,16116615,12152298,6854193,462046683,23878525,พะเยา
1,1401,พาน - สันทรายหลวง,97874308,55891023,2192048,1659516,1659516,16458934,6353223,3306648,532531,185767,186113514,79000407,เชียงราย
1,1402,สันทรายหลวง - บ้านเด่น,95851701,64284165,2493315,2001879,1647756,105709329,1495989,1582713,1481535,1351449,277899831,77646888,เชียงราย
1,1403,บ้านเด่น - แม่คำ,135063761,90582233,3513308,2820830,2321838,148954055,2107985,2230187,2087618,1904315,391586130,109411524,เชียงราย
1,1404,แม่คำ - กลางสะพานแม่น้ำสาย,27218496,29875579,3329657,2399678,1843351,11516795,4624985,3420995,2715207,2067543,89012286,16639984,เชียงราย
2,101,สระบุรี - ตาลเดี่ยว,36233550,35158625,1668050,1611475,3294125,21469300,16094675,18996425,18343075,16425000,169294300,6259750,สระบุรี
2,102,ตาลเดี่ยว - ซับบอน,155804265,151182088,7172615,6929343,14164738,92317990,69207103,81684628,78875223,70627500,727965493,26916925,สระบุรี
2,103,ซับบอน - มวกเหล็ก,55265292,37084940,649782,3986682,4460481,20820091,5154258,7472490,6105241,5499455,146498712,4050983,สระบุรี
2,201,มวกเหล็ก - บ่อทอง,112906912,75945938,42318595,19684298,38376444,257390719,117999959,74133607,122286057,114071037,975113566,23361875,นครราชสีมา
2,202,บ่อทอง - มอจะบก,200969324,61069486,4416444,2303313,10903756,75385948,25410400,27174865,27417875,42452802,477504213,8653271,นครราชสีมา
2,203,มอจะบก - ไร่โคกสูง,40056925,39576585,1073903,1705207,2096341,19289082,11517867,8711309,8134901,8539759,140701879,5678305,นครราชสีมา
2,204,ไร่โคกสูง - โคกกรวด,61595940,31513370,8320102,5515734,11525094,104426938,13893068,13928838,14107688,16024960,280851732,9307354,นครราชสีมา
2,205,โคกกรวด - นครราชสีมา,203716430,172794338,22794349,8935765,18584490,159125876,8793173,10348105,10409216,10504277,626006019,65320714,นครราชสีมา
2,301,นครราชสีมา - ดอนหวาย,474028552,91888670,12104021,1792489,11396459,321629212,2650998,858508,254722,273590,916877221,214400607,นครราชสีมา
2,302,ดอนหวาย - บ้านวัด,145214520,79629495,554070,1385175,6793380,197682540,22210980,17561610,17706150,34051215,522789135,16092120,นครราชสีมา
2,303,บ้านวัด - ตาลาด,72607260,39814748,277035,692588,3396690,98841270,11105490,8780805,8853075,17025608,261394569,8046060,นครราชสีมา
2,304,ตาลาด - หนองแวงโสกพระ,120514850,66085242,459828,1149569,5637888,164058537,18433094,14574540,14694495,28259413,433867456,13354997,นครราชสีมา
2,401,หนองแวงโสกพระ - พล,69091308,37886749,263620,659049,3232208,94054956,10567715,8355601,8424372,16201155,248736733,7656436,ขอนแก่น
2,402,พล - บ้านไผ่,148547700,56059073,2715053,1435545,3900938,31082670,17288955,13169565,15146040,21314723,310660262,15915825,ขอนแก่น
2,403,บ้านไผ่ - ท่าพระ,168202906,63476573,3074297,1625490,4417093,35195398,19576557,14912106,17150100,24134997,351765517,18021740,ขอนแก่น
2,501,ท่าพระ - ขอนแก่น,26166646,24376813,4099067,88907,3589023,38101200,1686888,1670510,1661152,1984023,103424229,13733746,ขอนแก่น
2,502,ขอนแก่น - หินลาด,200166362,150481474,5077129,3606862,2969505,4418044,5352352,2904321,2672554,2592885,380241488,33750959,ขอนแก่น
2,503,หินลาด - โนนสะอาด,124841361,95595645,11230355,9688934,20933051,71910055,34503064,35714181,26190399,26561992,457169037,26328026,ขอนแก่น
2,601,โนนสะอาด - อุดรธานี,170370973,25337708,15236737,833851,5135766,165784791,19993479,11617064,9399778,17738290,441448437,45406991,อุดรธานี
2,602,อุดรธานี - น้ำสวย,91151934,54716521,3783027,3265239,3783027,93212521,10472011,7766830,7354712,7439249,282945071,27812647,อุดรธานี
2,700,น้ำสวย - สะพานมิตรภาพที่หนองคาย(เขตแดนไทย/ลาว),94433752,30534468,9057116,1897999,3329822,61243751,9481668,9689782,9082090,5902109,234652557,22900851,หนองคาย
3,101,บางนา - แบริ่ง,4302556,4706306,1108771,1780660,1887762,2509567,1050982,325928,110184,53166,17835882,2884808,กรุงเทพมหานคร
3,102,แบริ่ง - ท้ายบ้าน,26699896,29205402,6880579,11050047,11714675,15573346,6521966,2022575,683755,329924,110682165,17901936,สมุทรปราการ
3,103,ท้ายบ้าน - บางตำหรุ,18241532,19953309,4700853,7549459,8003538,10639805,4455847,1381835,467145,225406,75618729,12230712,สมุทรปราการ
3,104,บางตำหรุ - คลองด่าน,109452915,26940449,4407868,5190793,5840621,108027992,37901399,14930380,9465563,8189396,330347376,32640143,สมุทรปราการ
3,200,คลองด่าน - บางปะกง,22109890,20917389,13726556,15047008,17882397,30529049,25457081,20830382,19724888,17370594,203595234,15625346,ฉะเชิงเทรา
3,300,หนองไม้แดง - ชลบุรี,16920969,11961473,1299415,1322278,2825560,25388123,335333,26674,1905,7621,60089351,15671093,ชลบุรี
3,401,ชลบุรี - ศรีราชา,107750900,78852345,18103943,1286167,8239505,73989028,585665,637341,74644,51676,289571214,45498142,ชลบุรี
3,402,ศรีราชา - พัทยา,133898505,107811371,17029469,2827210,15175561,44381233,15917124,15149077,15837671,25775942,393803163,77930347,ชลบุรี
3,403,พัทยา - บ้านฉาง,141652777,140388928,14933756,2789184,3631750,52384362,12042883,1045944,58108,101689,369029381,88948821,ชลบุรี
3,501,บ้านฉาง - มาบตาพุด,65948784,25518975,2782322,2588507,3557582,62740069,3983975,3380995,3230250,2015676,175747135,29451266,ระยอง
3,502,มาบตาพุด - ระยอง,68128447,26362399,2874280,2674059,3675163,64813681,4115649,3492740,3337013,2082296,181555727,30424655,ระยอง
3,503,ระยอง - กะเฉด,69040042,39550488,12522840,337735,648806,107826183,4506089,6603598,3786182,2835192,247657155,23650303,ระยอง
3,504,กะเฉด - ป่าเตียน,133950219,14466666,178084,136182,2807434,153853669,11638281,15011392,13450542,125706,345618175,30117063,ระยอง
3,601,ป่าเตียน - บ้านสิ้ว,74562602,28912818,2679976,0,1546140,244148391,8928959,8104351,5218223,4702843,378804303,19416942,จันทบุรี
3,602,บ้านสิ้ว - โพธิ์ทอง,31158225,16572825,1669875,810300,1439925,68300625,7199625,5781600,3208350,2458275,138599625,12006675,จันทบุรี
3,603,โพธิ์ทอง - บ้านพลิ้ว,52876455,26038005,196188,172645,94170,46331640,423765,494393,109865,78475,126815601,30416910,จันทบุรี
3,701,บ้านพลิ้ว - แม่น้ำเวฬุ,25308970,25121497,414416,88803,1519525,54308216,3068651,2397692,1914207,1746467,115888444,16191821,จันทบุรี
3,702,แม่น้ำเวฬุ - เขาสมิง,6691200,6641636,109564,23478,401733,14358037,811292,633903,506079,461732,30638654,4280803,ตราด
3,703,เขาสมิง - แม่น้ำตราด,17281777,17153764,282976,60638,1037580,37083393,2095373,1637221,1307082,1192544,79132348,11056295,ตราด
3,704,แม่น้ำตราด - หาดเล็ก,157152350,28206832,7900451,666303,634574,142557139,9867632,7583164,5330425,5140053,365038923,103435627,ตราด
4,100,อ้อมใหญ่ -นครชัยศรี,135925991,126511412,20785851,19075081,14723311,43196932,19951850,9168656,1994116,240577,391573777,35926162,นครปฐม
4,201,นครชัยศรี - พระประโทน,150901162,58097775,10403411,11735378,5443693,128075706,22192564,23168789,27090233,6064175,443172886,14324855,นครปฐม
4,202,พระประโทน - สระกระเทียม,133629059,93848317,12640660,14030642,14837377,131644927,29707460,39159337,40413047,24572702,534483528,43803513,นครปฐม
4,301,สระกระเทียม - คลองอีจาง,50714213,31729703,12085570,12162375,13359637,152449862,22883518,16043311,15157789,9713636,336299614,29669509,ราชบุรี
4,302,คลองอีจาง - หลุมดิน,109197583,88112241,33389507,26951980,30692806,258717971,54392220,44476776,38234553,29070279,713235916,77746095,ราชบุรี
4,303,หลุมดิน - ห้วยชินสีห์,54945436,52720403,1438916,1875647,1236640,48274935,9405820,4831631,3493853,2160672,180383953,16411915,ราชบุรี
4,401,ห้วยชินสีห์ - ปากท่อ,44117760,42331198,1155360,1506028,992945,38761764,7552287,3879498,2805346,1734885,144837071,13177745,ราชบุรี
4,402,ปากท่อ - สระพัง,44618640,39467408,10907249,1070002,4588742,30814352,11837685,12505907,8166691,7227797,171204473,21852561,เพชรบุรี
4,501,สระพัง - เขาวัง,87508294,77405441,21391838,2098540,8999668,60434638,23216655,24527206,16016921,14175514,335774715,42858327,เพชรบุรี
4,502,เขาวัง - สระพระ,73275940,61463080,3602696,9993408,7504108,51180008,30740592,12030108,10482216,8001968,268274124,71583216,เพชรบุรี
4,503,สระพระ - ห้วยทรายใต้,148475013,129311363,29957112,26952746,26742564,107773893,68840775,50023308,31428386,23515653,643020813,79832056,เพชรบุรี
4,601,ห้วยทรายใต้ - วังยาว,105636515,60405178,954801,870553,4867611,128008803,16587320,20799675,16952391,15379778,370462625,48779077,ประจวบคีรีขันธ์
4,602,วังยาว - หนองหมู,168880025,96569145,1526430,1391745,7781800,204646375,26517980,33252230,27101615,24587495,592254840,77982615,ประจวบคีรีขันธ์
4,603,หนองหมู - ห้วยยาง,130566705,123417085,409165,409165,3553275,105543035,41820970,50133480,52868425,22676355,531397660,19704525,ประจวบคีรีขันธ์
4,604,ห้วยยาง -  บางสะพาน,88512500,82829998,14657670,3752930,3841443,89238303,22853928,28430215,28076165,27509685,389702837,48841198,ประจวบคีรีขันธ์
4,605,บางสะพาน - น้ำรอด,58334300,44196025,278313,256048,1758935,50129648,13559385,17544820,13993553,16765545,216816572,12145558,ประจวบคีรีขันธ์
4,701,น้ำรอด - พ่อตาหินช้าง,34344310,6386770,218270,1755650,1632280,75995920,10439000,16303820,8578960,16104530,171759510,9508980,ชุมพร
4,702,พ่อตาหินช้าง - วังครก,86280160,23850560,548960,46720,1973920,27961920,17064480,18022240,12030400,14448160,202227520,14529920,ชุมพร
4,703,วังครก - เสียบญวณ,40686488,11247030,258869,22031,930827,13185793,8046969,8498613,5673086,6813210,95362916,6851765,ชุมพร
4,801,เสียบญวณ - กระบุรี,178096275,9220995,3242295,1563660,827820,31595130,11290545,8347185,6001695,3771180,253956780,49071330,ระนอง
4,802,กระบุรี - หงาว,106441631,45358525,3171160,1312204,940413,78535421,6254840,7304603,2405708,1421555,253146060,55287537,ระนอง
4,803,หงาว - อ่าวเคย,46483703,26373732,2397612,1048955,989015,68451823,6203821,3596418,1108896,1078925,157732900,38781374,ระนอง
4,901,อ่าวเคย - บางนายสี,62320625,16038983,1117143,531973,1516123,41919465,10666057,10267077,4601566,2154490,151133502,51202392,พังงา
4,902,ตะกั่วป่า - บางสัก,44382955,17179569,4936244,3206757,706207,6600875,4575934,3768840,1967291,1073723,88398395,29141853,พังงา
4,903,คลองบางดินสอ - นาเหนือ,83633947,19913816,1060982,1815912,3897069,138825414,7875751,7141225,5937419,9263189,279364724,50110996,พังงา
4,904,นาเหนือ - เขาคราม,43131216,30409830,2382282,1762889,3454309,53065332,3906942,3823563,2310814,1548483,145795660,22715059,กระบี่
4,1001,บางสัก - ท้ายเหมือง,37763431,31613035,1107071,507408,2045007,39731558,3536478,2444782,1706735,814927,121270432,33996314,พังงา
4,1002,ท้ายเหมือง - คลองบางดินสอ,19615246,19580498,2302055,1207493,2362864,38735333,2606100,2536604,3092572,1164058,93202823,27086066,พังงา
4,1101,เขาคราม - ตลาดเก่า,99325698,39453726,28723821,2244750,2065170,117059223,4821723,2693700,2163939,1185228,299736978,38699490,กระบี่
4,1102,ตลาดเก่า - คลองท่อม,146315636,58118867,42312757,3306718,3042180,172438704,7102829,3968061,3187676,1745947,441539375,57007810,กระบี่
4,1103,คลองท่อม - นาวง,38238794,32537670,4069553,4950977,2512996,49022172,4388366,4988484,4275844,2006646,146991502,28130550,กระบี่
4,1201,นาวง - ห้วยยอด,25319408,6301499,255179,233914,56706,34895701,1297159,1899664,368592,630859,71258681,32117087,ตรัง
4,1202,ห้วยยอด - ลำภูรา,16067756,2590770,259077,54805,69752,13277696,418509,443420,194308,164414,33540507,10397956,ตรัง
4,1203,ลำภูรา - ตรัง,26727593,23809715,227039,563394,441466,32735731,765207,824069,302719,273288,86670221,21345916,ตรัง
4,1204,ตรัง - เขาพับผ้า,57362491,20450211,1054135,158120,729110,68167371,2934008,2196114,1089272,2064347,156205179,52039111,ตรัง
4,1301,เขาพับผ้า - พัทลุง,78849202,28926202,2657963,2335449,1256694,85455186,4059233,3658870,2357691,2235358,211791848,43695136,พัทลุง
4,1302,พัทลุง - นาโหนด,29289802,28978031,2238073,2065485,2293746,26762227,26133117,25966097,25821346,23444090,192992014,16262215,พัทลุง
4,1303,นาโหนด - ห้วยทราย,47127144,46625505,3601048,3323355,3690626,43060289,42048054,41779319,41546416,37721422,310523178,26165821,พัทลุง
4,1304,ห้วยทราย - พรุพ้อ,26412904,21800690,748522,627437,1007202,63541775,5410270,7199016,5514843,5971661,138234320,11976345,พัทลุง
4,1401,พรุพ้อ - เนินพิชัย,145233239,85271170,694628,593795,2834530,30014645,12122376,13903761,10363399,16480606,317512149,39571380,สงขลา
4,1402,เนินพิชัย - คลองหวะ,44169814,20868509,7715148,5743160,3910092,41550662,15904657,13414260,13793749,11188150,178258201,18445878,สงขลา
4,1403,คลองหวะ - พังลา,75244053,45134061,4156515,37112,1206132,63683746,3927659,4137959,6977007,3389539,207893783,62619876,สงขลา
4,1500,พังลา - จุดผ่านแดนถาวรสะเดา (เขตแดนไทย/มาเลเซีย),84488346,24414835,2144115,2999209,1505986,111953439,3905353,3650101,2680144,22551497,260293025,67667252,สงขลา
7,101,ถนนศรีนครินทร์ - บางปะกง,750684550,369734050,0,56120575,16530850,541506700,325851925,239275750,35144025,109328450,2444176875,0,กรุงเทพมหานคร
7,102,ทางแยกเข้าสถานีขนส่งสินค้าร่มเกล้า,1431501,665853,35320,35507,281815,1363850,366285,158100,138104,133432,4609767,239954,กรุงเทพมหานคร
7,103,บางปะกง - หนองรี,372978170,148450610,86909420,20222460,16089200,349066290,49557510,24785690,29057650,71929820,1169046820,0,ชลบุรี
7,104,หนองรี - หนองขาม,266359227,145605093,196561,131041,11578394,165504581,47951587,58678216,69489085,271442,765765227,0,ชลบุรี
7,105,หนองขาม - พัทยา,246036872,166799944,943888,625947,21411358,111378805,14694849,9101069,5096996,4520728,580610456,0,ชลบุรี
7,106,ทางต่างระดับบางวัว - ทางต่างระดับบางควาย,17987200,2953580,1490660,132860,576700,16486320,3877760,1373860,913960,2524340,48317240,0,ฉะเชิงเทรา
7,107,ทางต่างระดับหนองข้างคอก - ทางต่างระดับคีรี,16856599,13090126,17689,12246,870861,14113388,9074642,6117797,9548172,21772,69723292,0,ชลบุรี
7,108,ทางต่างระดับหนองขาม - ท่าเรือแหลมฉบัง,28309519,18915342,1048391,862339,1204912,26233409,12332626,5735144,3706285,42086267,140434234,0,ชลบุรี
9,101,พระประแดง - บางแค,546697051,353474142,0,0,1837025,531818610,56233363,38351533,21256998,29683984,1579352706,0,กรุงเทพมหานคร
9,102,บางแค - คลองมหาสวัสดิ์,325740783,210611972,0,0,1094562,316875699,33505759,22851154,12665646,17686732,941032307,0,กรุงเทพมหานคร
9,201,คลองมหาสวัสดิ์ - คลองบางไผ่,450946070,69318983,0,0,5502670,96759019,21037226,24584839,20458855,11461520,700069182,0,นนทบุรี
